atom_id,fire_pct,summary,description,key_evidence,pearson_r,p_value,n_heldout
339,11.354878224077696,"The atom activates on ECGs with normal cardiac conduction and electrophysiology, particularly narrow QRS complexes and normal atrioventricular conduction.","This detector identifies ECGs with preserved normal conduction: QRS duration ≤96ms (narrow complex), normal PR intervals (120-180ms), regular sinus rhythm, and absence of bundle branch blocks or atrial abnormalities. HIGH activation consistently occurs in ECGs labeled as normal or minimally abnormal with no conduction defects. ZERO activation occurs with wide QRS (>100ms), bundle branch blocks, atrial fibrillation, atrial abnormalities, or other significant conduction disturbances.","QRS duration ≤96ms in HIGH vs ≥98ms (often >100ms) in ZERO; Absence of bundle branch blocks, atrial fibrillation, and atrial abnormalities in HIGH activation; Normal ECG interpretation in 87.5% of HIGH cases vs 25% of ZERO cases",0.24578859267995914,0.2962280839261163,20
981,11.30300549350966,"The atom activates on ECGs with mild to moderate left axis deviation, specifically QRS axis between approximately -10° and -35°","This detector identifies ECGs with QRS axis in the narrow range of -10° to -35°, representing mild to moderate leftward/superior axis deviation. HIGH activation occurs when the axis falls within this specific window, typically seen in otherwise normal or borderline ECGs. The detector does NOT activate on extreme left axis deviation (beyond -40°), normal axes (0° to +30°), or right axis deviation (>+30°). This range suggests early or mild left anterior fascicular involvement without overt pathology.",QRS axis consistently between -10° and -35° in HIGH cases; QRS axis outside this range (either more negative than -40° or positive values >0°) in ZERO cases; MEDIUM cases show mixed axes including extreme deviations (-49° to -54°) or normal/right axes,0.32877241667175855,0.15696636260924138,20
1233,11.269881942665007,The atom activates on ECGs showing isolated supraventricular ectopy (primarily premature atrial contractions) or sinus arrhythmia in the context of otherwise relatively normal sinus rhythm,"This detector identifies ECGs with PACs or sinus arrhythmia occurring at normal to mildly elevated heart rates (typically 63-82 bpm). The hallmark is the presence of phrases like 'with PAC(s)' or 'sinus arrhythmia' in reports describing otherwise organized atrial activity. It does NOT activate on completely normal sinus rhythm, severe tachycardia (HR>100), atrial fibrillation, or rhythms with prominent ventricular ectopy (PVCs, ventricular trigeminy).",Presence of PACs mentioned in report (7/8 HIGH cases); Sinus arrhythmia (2/8 HIGH cases); Heart rate 63-82 bpm in HIGH group vs extremes (tachycardia ≥101 or bradycardia 56) in ZERO group; Absence of ventricular ectopy as primary rhythm disturbance; Absence of atrial fibrillation or severe conduction disease,0.8037786081232151,1.9600376074169082e-05,20
1354,10.874899223158987,"The atom activates on ECGs with normal sinus rhythm in the 60-70 bpm range, narrow QRS complexes (<100ms), and absence of significant cardiac pathology","This detector identifies hemodynamically stable, normal cardiac function characterized by heart rates between 60-70 bpm, QRS duration <100ms (mostly 72-98ms), and QRS axis between -20° and +60°. ECGs classified as 'Normal' or 'Borderline' with minimal findings activate strongly, while those with extreme heart rates (<55 or >85 bpm), wide QRS complexes (>110ms), severe axis deviations (<-30° or >70°), or reports indicating infarction, pacing, ischemia, or significant conduction blocks show zero activation.","Heart rate 60-70 bpm (excludes bradycardia <55 and tachycardia >85); Narrow QRS complex <100ms without bundle branch blocks; Normal or borderline ECG reports without infarction, ischemia, pacing, or severe conduction abnormalities",0.26515441167336506,0.2585502210984014,20
1484,10.751779609642078,"The atom activates on ECGs with normal narrow QRS complexes (<100ms) in the setting of physiologic sinus rhythm without significant conduction abnormalities, bundle branch blocks, or pacing.","This detector identifies ECGs with normal ventricular depolarization characterized by QRS duration <100ms (typically 72-98ms), heart rates in the physiologic range (65-80 bpm), and absence of bundle branch blocks, pacing, or significant structural disease. ECGs with wide QRS complexes (≥100ms), bundle branch blocks (RBBB/LBBB), ventricular or atrial pacing, extreme axis deviations, or established infarcts show ZERO activation. The pattern captures normal intraventricular conduction with preserved QRS morphology.",QRS duration <100ms (all HIGH have QRS 72-98ms vs ZERO often ≥100ms); Absence of bundle branch blocks or pacing (present in multiple ZERO cases); Normal sinus rhythm without significant structural disease or conduction abnormalities,0.2385160851521342,0.31120022271564723,20
241,10.638159580518352,"The atom activates on ECGs with normal sinus rhythm, heart rate 65-80 bpm, and QRS axis within -15° to +70°, typically showing benign or borderline findings without significant tachycardia, bradycardia, arrhythmias, or established infarction.","This detector identifies ECGs with physiologically stable cardiac parameters: sinus rhythm with heart rate 65-80 bpm and QRS axis between -15° and +70°. HIGH activation occurs with reports indicating 'Normal ECG', 'Borderline ECG', 'Poor R wave progression - probable normal variant', or 'Nonspecific ST-T changes', but excludes significant pathology. ZERO activation occurs with extreme heart rates (<55 or >100 bpm), atrial fibrillation, extreme axis deviations (>70° or <-30°), sinus tachycardia, or documented infarction. The pattern distinguishes hemodynamically stable, benign ECGs from those with arrhythmias or structural disease.","Heart rate 65-80 bpm in HIGH vs. extreme rates (<55 or >100) in ZERO; QRS axis -15° to +70° in HIGH vs. extreme deviations in ZERO; Sinus rhythm with benign/borderline findings in HIGH vs. atrial fibrillation, tachycardia, or documented infarction in ZERO",0.40205728976293076,0.07886471515216276,20
1007,10.518414819351651,The atom activates on ECGs with heart rates in the normal sinus rhythm range (approximately 65-85 bpm) without severe conduction defects or extreme axis deviations.,"This detector identifies ECGs with heart rates between approximately 65-85 bpm in sinus rhythm, with normal to mildly abnormal QRS axis (roughly -20° to +105°), and absence of severe conduction abnormalities. ZERO activation occurs with bradycardia (<60 bpm), tachycardia (>95 bpm), severe axis deviations (especially <-100° or left axis deviation with bundle branch blocks), markedly prolonged QRS (>120ms with bundle branch block), prolonged PR intervals (>200ms), or low voltage patterns.",Heart rate 65-85 bpm vs bradycardia/tachycardia extremes; Absence of severe bundle branch blocks or intraventricular conduction defects; Normal to borderline QRS axis without extreme deviations,0.5767801230391466,0.007759974417234721,20
1439,10.461667302055536,"The atom activates on ECGs with relatively preserved electrical axis and physiologic heart rates, typically showing normal or minimal abnormalities, while avoiding extreme axis deviations, complex arrhythmias, and extensive ischemic changes.","This detector activates strongly when QRS axis is between approximately -10° to +80°, heart rate is 45-90 bpm, and the rhythm is sinus (including bradycardia) or atrial pacing. It requires absence of extreme axis deviations (beyond -45° or >100°), absence of atrial fibrillation, absence of ventricular pacing, and absence of extensive multi-territorial ST-T changes. Reports typically state 'Normal ECG' or have limited findings like isolated inferior infarct rather than complex combinations of ischemia/infarction.",QRS axis between -10° and +80° (avoiding extreme LAD or RAD); Heart rate 45-90 bpm with sinus rhythm or atrial pacing (not atrial fibrillation); Absence of extensive ST-T changes across multiple territories and absence of ventricular pacing,0.08543246586292852,0.7202532101557257,20
1053,10.450292799690011,"The atom activates on ECGs with significant intraventricular conduction disease and/or extensive myocardial infarction, particularly when combined with marked left axis deviation","This detector identifies ECGs with severe conduction system disease or extensive structural damage. HIGH activation occurs with QRS ≥90ms (often >120ms), marked left axis deviation (≤-50°), and report findings of IV conduction defects, bifascicular blocks (RBBB+LAFB), pacemaker rhythms, or extensive/multiple territory infarcts. The pattern suggests significant damage to the ventricular conduction system or myocardium, often with combinations of anterior, inferior, and lateral involvement.","QRS duration ≥90ms with frequent prolongation >120ms; Marked left axis deviation (QRS axis ≤-50°); IV conduction defect, bifascicular block, pacemaker rhythm, or extensive/multiple infarcts in report",0.012894394594467975,0.9569715240828187,20
672,9.938690182304525,"The atom activates on ECGs showing myocardial ischemia or infarction patterns with repolarization abnormalities, typically accompanied by leftward QRS axis deviation","This detector identifies ECGs with evidence of myocardial infarction (anterior, inferior, septal, or lateral) or significant repolarization abnormalities including ST-T wave changes and LVH with secondary repolarization changes. HIGH activation requires QRS axis typically between -40° and +15° (leftward shift) combined with report mentions of 'infarct,' 'ST-T changes,' 'T wave abnormalities,' or 'repolarization abnormality.' ZERO activation occurs in normal ECGs or those with pure conduction abnormalities (LBBB, WPW) without ischemic patterns and more rightward axis (25° to 74°).","Presence of myocardial infarction (anterior, inferior, septal, or lateral) or ST-T wave abnormalities in report; QRS axis leftward deviation (typically -40° to +15° for HIGH vs 25° to 74° for ZERO); LVH with secondary repolarization abnormality or ischemic T wave changes vs pure conduction defects without ischemia",0.4426256827024275,0.050660403963490086,20
404,9.87306805327267,The atom activates on ECGs with narrow QRS complexes and heart rates in the normal to upper-normal range.,"This detector identifies ECGs with QRS duration ≤94ms (narrow complexes, excluding intraventricular conduction delays and bundle branch blocks) combined with heart rates typically 73-94 bpm. It specifically excludes wide QRS complexes (≥98ms), significant bradycardia (HR <60 bpm), and marked axis deviations (beyond -40° to +60°). The pattern captures normal or near-normal ventricular conduction in the context of physiologic heart rates.",QRS duration ≤94ms (no bundle branch blocks or significant intraventricular conduction delay); Heart rate 73-94 bpm (excluding marked bradycardia <60 bpm); Absence of wide QRS complexes (all ZERO cases with QRS ≥98ms or significant conduction abnormalities),0.5678131424121156,0.009012574338659188,20
88,9.823070240676971,The atom activates on ECGs with heart rates in a narrow mid-60s range (approximately 65-68 bpm) with preserved normal or near-normal conduction,"This detector identifies ECGs with heart rates specifically between 65-68 bpm, typically in sinus rhythm or simple paced rhythms. Activation requires absence of bradycardia (<60 bpm), absence of tachycardia (>70 bpm), and relatively normal conduction (QRS generally <100ms). The detector is suppressed by rates outside this narrow window, complex arrhythmias (atrial fibrillation, flutter), significant conduction blocks (RBBB, bifascicular block), and structural abnormalities (LVH, LAE).","Heart rate 65-68 bpm (tight clustering in HIGH, absent in ZERO); Simple rhythm identification (sinus rhythm or atrial pacing in HIGH vs. complex arrhythmias in ZERO); Absence of severe bradycardia (<60) or any tachycardia (>70) which characterize ZERO cases",0.7345371241247711,0.00022590706964459417,20
1287,9.783946952320836,The atom activates on normal or near-normal ECGs with lower heart rates (≤71 bpm) and absence of significant conduction abnormalities or structural heart disease,"This detector identifies ECGs showing sinus rhythm or sinus bradycardia (HR ≤71 bpm) with normal conduction parameters (QRS <100ms, normal axis) and absence of pathological findings. HIGH activation requires either 'Normal ECG' or at most nonspecific T wave changes as the only abnormality. The detector does NOT activate on ECGs with bundle branch blocks, infarcts, atrial arrhythmias, wide QRS complexes (>100ms), or heart rates >71 bpm.","Heart rate ≤71 bpm (sinus bradycardia or low-normal sinus rhythm); Normal QRS duration (<100ms) and axis; Absence of bundle branch blocks, infarcts, and significant arrhythmias",-0.11133498699480933,0.6402832401156833,20
791,9.772947433549785,The atom activates on ECGs with narrow QRS complexes and frontal QRS axis very close to zero degrees (approximately -13° to +4°) in sinus rhythm.,"This detector identifies ECGs with a normal-width QRS complex (82-94ms) and a frontal QRS axis tightly clustered around zero degrees (typically -13° to +4°, most commonly -4° to +4°). Heart rate is typically in the normal sinus range (71-76 bpm). The detector does NOT activate on wide QRS complexes (>100ms), bundle branch blocks, extreme axis deviations, paced rhythms, or atrial fibrillation, regardless of other features.",Frontal QRS axis between -13° and +4° (near-zero axis); Normal QRS duration 82-94ms (excludes bundle branch blocks and paced rhythms); Sinus rhythm with heart rate 71-76 bpm,0.48740728487107704,0.02926978164680656,20
573,9.579705887867403,The atom activates on ECGs with mildly prolonged QRS duration (≥94-100ms) combined with nonspecific ST-T wave abnormalities across multiple leads,"This detector identifies ECGs with QRS duration ≥94ms (typically 100-116ms) accompanied by reports describing 'nonspecific' ST-T wave changes in multiple territories (extensive, anterolateral, inferior/lateral, anteroseptal). HIGH activation consistently occurs when both prolonged QRS and nonspecific repolarization abnormalities are present, often with mentions of possible/undetermined age infarcts or low QRS voltages. ZERO activation ECGs have normal QRS duration (<92ms) and lack descriptions of nonspecific ST-T changes.",QRS duration ≥94-100ms; Report mentions 'nonspecific ST-T changes' or 'nonspecific T wave changes' in multiple leads; Frequent association with possible infarcts of undetermined age or low QRS voltages,0.18394164156926607,0.43756964575022583,20
398,9.541082577637228,"The atom activates on sinus rhythm with heart rate in the elevated-normal range (88-99 bpm), without atrial arrhythmias or significant conduction abnormalities.","This detector identifies ECGs showing sinus rhythm with heart rates between 88-99 bpm. HIGH activation requires maintained sinus rhythm (no atrial fibrillation, flutter, or pacing), heart rate in this specific elevated-normal range, and absence of significant conduction defects or marked axis deviations. The detector is suppressed by atrial arrhythmias (fibrillation/flutter), ventricular pacing, extreme axis deviations, and heart rates outside the 88-99 bpm window.","Heart rate 88-99 bpm (all HIGH cases); Sinus rhythm maintained (all HIGH; ZERO includes AFib, flutter, pacing); Absence of significant conduction blocks or extreme axis deviations",0.5669068403638383,0.009147839502078942,20
1520,9.498834425993865,The atom activates on ECGs with elevated-normal heart rates (84-110 bpm) and normal intraventricular conduction without significant axis deviation or conduction blocks.,"This detector identifies ECGs with heart rates in the 84-110 bpm range, QRS duration ≤92ms, and QRS axis between -15° and 50°. High activation occurs with preserved normal conduction (absence of bundle branch blocks, fascicular blocks, or pacing). Zero activation is associated with bradycardia (HR <60 bpm), widened QRS ≥100ms, extreme axis deviations (≤-49° or ≥74°), or presence of conduction abnormalities like RBBB, LAFB, or atrial pacing.",Heart rate 84-110 bpm (upper-normal to mildly elevated sinus rhythm); QRS duration ≤92ms without bundle branch blocks or fascicular blocks; QRS axis within -15° to 50° range (normal to mildly leftward),0.26956299540888135,0.2504186460600174,20
429,9.343966201478686,"The atom activates on ECGs with prolonged PR intervals or atrial fibrillation, indicating delayed atrioventricular conduction","This detector identifies ECGs with PR intervals ≥160ms (particularly ≥180ms) or atrial fibrillation. HIGH activation occurs consistently with PR intervals of 168-204ms or when P waves are absent due to atrial fibrillation. ZERO activation ECGs frequently show short PR intervals (128-134ms) or only mild prolongation. This pattern indicates the detector captures delayed AV nodal conduction, including borderline first-degree AV block.",PR interval ≥160-180ms in sinus rhythm; Atrial fibrillation (absence of organized atrial activity); Absence of short PR intervals (<150ms),0.5107245104134936,0.021384850848934364,20
1100,9.082727630666158,"The atom activates on mild bradycardia (HR 65-73 bpm) with normal AV conduction (PR 142-168ms) and normal QRS axis, typically in patients with normal or minimally abnormal ECGs.","This detector identifies ECGs with heart rates in the 65-73 bpm range combined with PR intervals in the normal 142-168ms range and QRS axis between 0-55°. These ECGs lack significant conduction abnormalities (no 1st degree AV block with PR >200ms, no short PR <120ms), lack axis deviation, and show normal or only minimal borderline findings. The pattern represents physiologic mild sinus bradycardia with preserved normal AV nodal conduction.","Heart rate 65-73 bpm (mild bradycardia); PR interval 142-168ms (mid-normal range, excludes AV conduction abnormalities); Absence of significant ECG abnormalities (no AV block, short PR, axis deviation, ischemia, or pacing)",0.7806037281028659,4.8862494663013785e-05,20
977,8.948608498378196,The atom activates on ECGs showing normal or near-normal cardiac conduction without significant structural abnormalities,"This detector identifies ECGs with preserved conduction system integrity, characterized by QRS duration <110ms, absence of bundle branch blocks or intraventricular conduction defects, no evidence of myocardial infarction, and generally normal cardiac axis. HIGH activation occurs with sinus rhythm, narrow QRS complexes, and reports indicating 'Normal ECG' or only minor nonspecific findings. ZERO activation occurs with wide QRS complexes (>130ms), bundle branch blocks, paced rhythms, infarct patterns, or marked axis deviations beyond -50°.","QRS duration <110ms vs ≥130ms distinguishes HIGH from ZERO; Absence of bundle branch blocks, IV conduction defects, and paced rhythms in HIGH group; All HIGH activation ECGs report either 'Normal ECG' or only minor nonspecific findings, while ZERO includes infarcts and severe conduction disease",0.41849875575523016,0.06629640279056687,20
1108,8.930609285843744,"The atom activates on ECGs with normal sinus rhythm, normal heart rate (66-79 bpm), and normal conduction parameters (PR <170ms, QRS <100ms)","This detector identifies physiologically normal cardiac electrical activity characterized by sinus rhythm with heart rate in the 66-79 bpm range, PR interval ≤166ms, and QRS duration ≤98ms. It deactivates in the presence of any significant rate abnormality (bradycardia <60 bpm or tachycardia >88 bpm), conduction delays (1st degree AV block, bundle branch blocks), or rhythm disturbances (atrial fibrillation, ventricular pacing). The detector captures a narrow window of completely normal cardiac conduction and rhythm.","Heart rate 66-79 bpm (normal sinus range); PR interval ≤166ms and QRS duration ≤98ms (normal conduction); Absence of bradycardia, tachycardia, conduction blocks, or arrhythmias",0.12353200247820875,0.6038482211530539,20
1235,8.877611604492303,"The atom activates on ECGs with narrow or minimally prolonged QRS duration, indicating preserved intraventricular conduction","This detector activates on ECGs with QRS duration predominantly <90ms and maximally up to ~114ms without significant bundle branch block. It shows ZERO activation when QRS is significantly prolonged (≥100-120ms) especially when accompanied by named conduction defects such as LBBB, RBBB with fascicular block, or nonspecific IVCD. The detector essentially identifies preserved intraventricular conduction versus significant conduction delay/block.","QRS duration <90ms in 7/8 HIGH cases vs ≥90ms in 5/7 ZERO cases; ZERO cases frequently show bundle branch blocks (LBBB, RBBB+LAFB) or IVCD with QRS 118-199ms; HIGH cases lack named bundle branch blocks despite occasional tachycardia or fascicular block",0.40116981832661386,0.07959012370671194,20
434,8.83673839269532,The atom activates on sinus rhythm with elevated heart rate (HR ≥87 bpm) and absence of significant atrial arrhythmias or complete bundle branch blocks.,"This detector identifies ECGs in sinus rhythm (including sinus tachycardia) with heart rates ≥87 bpm and QRS duration ≤108ms. It specifically excludes atrial fibrillation, atrial flutter, and severe bradycardia. The presence of ischemic changes, poor R wave progression, or low voltages does not prevent activation as long as the underlying rhythm is sinus with elevated rate. Complete bundle branch blocks (QRS ≥124ms) are associated with ZERO activation.",Sinus rhythm or sinus tachycardia (not atrial fibrillation/flutter); Heart rate ≥87 bpm; Absence of complete bundle branch block (QRS ≤108ms in HIGH group),0.4280544683820757,0.05972085658586128,20
483,8.764491553494535,"The atom activates on ECGs with short PR intervals and narrow QRS complexes, indicating rapid and normal AV conduction without conduction system disease","This detector identifies ECGs with efficient AV nodal conduction characterized by PR intervals ≤150ms (typically 132-150ms) combined with narrow QRS complexes ≤84ms. All activating cases show simple sinus rhythms without conduction blocks, bundle branch blocks, or pacing. The detector is silenced by prolonged PR intervals (>180ms), widened QRS (>90ms), bundle branch blocks (especially RBBB), atrial fibrillation, pacing, or first-degree AV block.","PR interval ≤150ms (most HIGH cases) vs PR >180ms (common in ZERO cases); QRS duration ≤84ms in HIGH cases vs frequent QRS ≥90ms in ZERO cases; Absence of conduction blocks (RBBB, LAFB, 1st degree AVB) in HIGH cases vs presence in ZERO cases",0.17498244697178852,0.4605875001977021,20
982,8.752867062066034,"The atom activates on ECGs with relatively preserved QRS characteristics, specifically normal to mildly prolonged QRS duration (<110ms) and absence of low voltage or complete bundle branch block patterns.","This detector activates strongly when QRS duration is <110ms (typically 74-108ms), QRS axis is within a normal-to-moderate range (approximately -3° to +66°), and the ECG report does NOT mention low voltage in any leads, complete left bundle branch block, or marked intraventricular conduction delay. High activation occurs regardless of rhythm abnormalities, ST-T changes, or evidence of infarction, as long as the basic QRS morphology remains relatively preserved.","QRS duration <110ms (all HIGH cases ≤108ms vs ZERO cases include 115ms, 158ms); Absence of low voltage mentions (present in multiple ZERO cases, absent in all HIGH cases); No complete LBBB or marked IVCD (ZERO group has LBBB at 158ms, IVCD at 115ms)",0.2825623520649375,0.22740097398098078,20
928,8.737742723755836,The atom activates on normal sinus rhythm with heart rate in the physiologic range of approximately 65-85 bpm,"This detector identifies ECGs showing straightforward sinus rhythm with heart rates typically between 68-79 bpm and presence of normal PR intervals (140-210ms). HIGH activation occurs exclusively with sinus rhythm reports and narrow-to-normal QRS complexes (<100ms), excluding cases with atrial fibrillation, atrial flutter, junctional rhythms, bundle branch blocks, or marked bradycardia/tachycardia. The detector essentially flags hemodynamically stable, uncomplicated sinus rhythm.",Heart rate 68-79 bpm (normal sinus range); Presence of PR interval indicating organized atrial activity; ECG report explicitly states 'Sinus rhythm' without competing arrhythmias,0.3826838913281941,0.0958511029759355,20
1489,8.709868943233733,The atom activates on ECGs with normal atrioventricular and intraventricular conduction times in the absence of significant cardiac pathology,"This detector activates strongly on ECGs with PR intervals between 130-182ms, narrow QRS complexes (<100ms), normal QRS axis (-15° to +70°), and reports indicating sinus rhythm without significant pathology. It shows zero activation on ECGs with prolonged conduction intervals (PR >200ms, QRS >100ms), abnormal axis deviations (particularly <-30° or >90°), conduction blocks (RBBB, LAFB), or infarcts. The detector appears to identify normal cardiac conduction patterns.","PR interval 130-182ms with narrow QRS <100ms; Normal QRS axis without left or right axis deviation; Absence of conduction blocks, infarcts, or significant ischemic changes in report",0.12876874865779084,0.588471365415297,20
